# Citizen Ledger — public employee compensation — COMPLETE LAYER EXPORT
# Source dataset: California State Controller — Government Compensation in California, reporting year 2024, as filed by each employer
# Accounting basis: Positions as reported by each employer to the State Controller for the calendar year, including part-year and part-time positions
# Gate tier: AS FILED — AS FILED — UNRECONCILED. A published control exists and can never be reconciled to: the source is a live database with no as-of-date total, so there is no instant at which the two can be aligned
# Units: dollars; positions are positions, NOT persons
# Measured as: POSITIONS AS REPORTED BY EACH EMPLOYER TO THE STATE CONTROLLER FOR THE CALENDAR YEAR, INCLUDING PART-YEAR AND PART-TIME POSITIONS · DOLLARS · NOMINAL AS PUBLISHED · ALL SHIPPED YEARS · AS FILED
# Data generated: 2026-07-25
# Exported: 2026-07-29
# Absent values: Empty cell = not published by the source. It is NOT zero. A real reported zero is written as 0.
# Licence: CC0 1.0 Universal (public domain). Cite freely; no permission needed.
# Stability: This file's SHAPE is not stable. The Ledger is actively developed: columns may be added, renamed or split as layers change. Pin a copy if you need reproducibility. The DATA is CC0 and that does not change.
# Schema: bulk/SCHEMA.md · Method: about.html · Findings: findings.html
# A person holding two positions appears in two rows. This is a count of positions reported, never a headcount of people.
# retirement_includes_unfunded_liability is an employer-level reporting flag. Two identically-paid positions at two employers show different totals for a pure reporting reason, and the unfunded component is not separately reported, so it cannot be netted out.
# Do NOT compute an average or median over these rows. There is no hours or FTE field, and a quarter of city rows show pay below half the position's own stated minimum. See docs/V23A_COMPENSATION_BUILD_FINDING.md.
# Vintage: {'earliest': '2025-06-24', 'latest': '2026-07-22', 'staleMonths': 14, 'ageDaysAtBuild': 3}
slug,name,layer,county,positions_reported,total_wages_usd,retirement_and_health_usd,population,elected_positions,retirement_includes_unfunded_liability
city-porterville,Porterville,city,Tulare,501,27038807,7951749,63622,8,false
city-portola,Portola,city,Plumas,54,931005,208748,2098,6,false
city-portola-valley,Portola Valley,city,San Mateo,34,2655720,456391,4285,5,false
city-poway,Poway,city,San Diego,424,26604475,6748471,50379,7,false
city-rancho-cordova,Rancho Cordova,city,Sacramento,153,12607762,3543668,85451,6,false
city-rancho-cucamonga,Rancho Cucamonga,city,San Bernardino,865,60461142,23861840,175992,7,true
city-rancho-mirage,Rancho Mirage,city,Riverside,121,9623979,3304027,17120,6,false
city-rancho-palos-verdes,Rancho Palos Verdes,city,Los Angeles,170,9219626,1570226,40727,5,false
city-rancho-santa-margarita,Rancho Santa Margarita,city,Orange,46,3598657,549050,46341,5,false
city-red-bluff,Red Bluff,city,Tehama,191,10492026,3047667,14466,8,false
city-redding,Redding,city,Shasta,1289,112684325,29706689,93534,8,false
city-redlands,Redlands,city,San Bernardino,635,59965774,18037652,73488,7,false
city-redondo-beach,Redondo Beach,city,Los Angeles,809,61036732,13394570,68091,10,false
city-redwood-city,Redwood City,city,San Mateo,950,103699583,48625492,82073,7,true
city-reedley,Reedley,city,Fresno,337,11973369,3486327,26603,6,false
city-rialto,Rialto,city,San Bernardino,571,66924564,20997023,105565,8,false
city-richmond,Richmond,city,Contra Costa,980,98349919,54381984,113594,7,true
city-ridgecrest,Ridgecrest,city,Kern,177,9466086,2346714,28386,6,false
city-rio-dell,Rio Dell,city,Humboldt,38,1789929,587904,3232,5,false
city-rio-vista,Rio Vista,city,Solano,52,4343598,1048714,10338,5,false
city-ripon,Ripon,city,San Joaquin,183,8288405,3116927,15753,5,false
city-riverbank,Riverbank,city,Stanislaus,121,5615830,2178818,26090,8,true
city-riverside,Riverside,city,Riverside,3041,301157007,77065880,320337,11,true
city-rocklin,Rocklin,city,Placer,390,30431679,12043664,73172,5,true
city-rohnert-park,Rohnert Park,city,Sonoma,463,29116772,6576162,44062,5,false
city-rolling-hills,Rolling Hills,city,Los Angeles,13,627264,167232,1677,5,false
city-rolling-hills-estates,Rolling Hills Estates,city,Los Angeles,34,2544040,546216,8545,5,false
city-rosemead,Rosemead,city,Los Angeles,306,7679267,1580118,50501,5,true
city-roseville,Roseville,city,Placer,2205,168841917,49153408,158494,6,false
city-ross,Ross,city,Marin,57,2703568,689157,2309,5,false
city-sacramento,Sacramento,city,Sacramento,5932,464921955,121613288,527979,13,false
city-salinas,Salinas,city,Monterey,845,75364196,24920029,160645,13,false
city-san-anselmo,San Anselmo,city,Marin,161,4646268,1059025,12551,6,false
city-san-bernardino,San Bernardino,city,San Bernardino,1436,113965966,28168770,222727,8,false
city-san-bruno,San Bruno,city,San Mateo,432,39566860,12183199,42631,5,false
city-san-buenaventura,San Buenaventura,city,Ventura,1130,87852957,34012634,108985,9,true
city-san-carlos,San Carlos,city,San Mateo,201,14682235,2839298,29535,6,false
city-san-clemente,San Clemente,city,Orange,519,20308201,4342921,62865,6,false
city-san-diego,San Diego,city,San Diego,14570,1359419053,288242722,1408937,12,false
city-san-dimas,San Dimas,city,Los Angeles,212,9644896,1625630,34209,6,false
city-san-fernando,San Fernando,city,Los Angeles,218,14952520,4487733,23692,6,false
city-san-francisco,San Francisco,city,San Francisco,41812,5245855807,1347132689,842027,19,true
city-san-gabriel,San Gabriel,city,Los Angeles,374,25369089,6420928,38953,7,false
city-san-jacinto,San Jacinto,city,Riverside,93,7824659,2158974,54990,13,true
city-san-joaquin,San Joaquin,city,Fresno,26,1107191,351416,3654,5,false
city-san-jose,San Jose,city,Santa Clara,8829,968093487,213146604,979415,12,false
city-san-juan-bautista,San Juan Bautista,city,San Benito,32,1266214,144945,2078,5,false
city-san-juan-capistrano,San Juan Capistrano,city,Orange,84,7354248,1635278,35329,5,false
city-san-leandro,San Leandro,city,Alameda,659,48464396,31866851,87813,7,true
city-san-luis-obispo,San Luis Obispo,city,San Luis Obispo,881,56393531,11469706,49534,6,false
city-san-marcos,San Marcos,city,San Diego,537,28709177,7376450,97123,6,false
city-san-marino,San Marino,city,Los Angeles,208,14212884,4037850,12330,5,false
city-san-mateo,San Mateo,city,San Mateo,974,73607224,18202017,104315,5,false
city-san-pablo,San Pablo,city,Contra Costa,263,23523505,5904381,31507,6,false
city-san-rafael,San Rafael,city,Marin,689,51225064,28374027,59885,7,false
city-san-ramon,San Ramon,city,Contra Costa,588,39727421,12001291,83391,6,false
city-sand-city,Sand City,city,Monterey,25,2935750,976190,373,5,false
city-sanger,Sanger,city,Fresno,211,10869430,3473712,27037,5,false
city-santa-ana,Santa Ana,city,Orange,1971,166547158,50267299,315325,7,false
city-santa-barbara,Santa Barbara,city,Santa Barbara,1836,137037137,29867492,86451,7,false
city-santa-clara,Santa Clara,city,Santa Clara,1764,204545013,98973350,134587,12,true
city-santa-clarita,Santa Clarita,city,Los Angeles,1289,55337401,10750750,232377,6,false
city-santa-cruz,Santa Cruz,city,Santa Cruz,1403,98327014,26879161,62972,9,false
city-santa-fe-springs,Santa Fe Springs,city,Los Angeles,441,30289661,7863716,18680,6,false
city-santa-maria,Santa Maria,city,Santa Barbara,862,68705044,17918226,112208,5,false
city-santa-monica,Santa Monica,city,Los Angeles,2534,261574973,66924893,93212,11,false
city-santa-paula,Santa Paula,city,Ventura,186,12343966,1835218,31658,5,false
city-santa-rosa,Santa Rosa,city,Sonoma,1970,142382535,44362732,178452,7,false
city-santee,Santee,city,San Diego,247,18906530,4685908,59568,5,false
city-saratoga,Saratoga,city,Santa Clara,76,8282821,2134926,31110,5,false
city-sausalito,Sausalito,city,Marin,126,8669763,2154679,6941,5,false
city-scotts-valley,Scotts Valley,city,Santa Cruz,101,7760403,2343374,11831,7,false
city-seal-beach,Seal Beach,city,Orange,245,16764305,4311006,24400,6,false
city-seaside,Seaside,city,Monterey,362,21893852,6888450,32019,5,false
city-sebastopol,Sebastopol,city,Sonoma,65,5881525,1711734,7367,7,false
city-selma,Selma,city,Fresno,223,15375309,2508770,24585,5,false
city-shafter,Shafter,city,Kern,166,13595824,3495107,23455,5,false
city-shasta-lake,Shasta Lake,city,Shasta,68,5607246,2056396,10133,5,false
city-sierra-madre,Sierra Madre,city,Los Angeles,139,9802786,2153060,10870,5,false
city-signal-hill,Signal Hill,city,Los Angeles,193,12404520,3053556,11421,7,false
city-simi-valley,Simi Valley,city,Ventura,620,53142198,17380999,124815,5,false
city-solana-beach,Solana Beach,city,San Diego,168,9798526,1940201,12986,5,false
city-soledad,Soledad,city,Monterey,145,8379599,1603598,27310,7,false
city-solvang,Solvang,city,Santa Barbara,58,3142125,293475,5755,5,false
city-sonoma,Sonoma,city,Sonoma,54,4560602,1112697,10507,5,false
city-sonora,Sonora,city,Tuolumne,74,4361772,1263163,5116,7,false
city-south-el-monte,South El Monte,city,Los Angeles,181,6566657,1938251,19535,6,false
city-south-gate,South Gate,city,Los Angeles,507,37354766,10188260,92955,7,false
city-south-lake-tahoe,South Lake Tahoe,city,El Dorado,335,26659133,7651308,21022,10,false
city-south-pasadena,South Pasadena,city,Los Angeles,274,19131463,4079958,26287,6,false
city-south-san-francisco,South San Francisco,city,San Mateo,994,75648607,16821188,65397,7,false
city-st-helena,St. Helena,city,Napa,150,10910581,3114328,5349,8,false
city-stanton,Stanton,city,Orange,99,5162771,1000145,40552,7,false
city-stockton,Stockton,city,San Joaquin,2338,189243298,93653965,320877,7,false
city-suisun-city,Suisun City,city,Solano,210,13988509,3318167,29036,9,false
city-sunnyvale,Sunnyvale,city,Santa Clara,1467,143801211,38940519,159673,7,false
city-susanville,Susanville,city,Lassen,135,6130194,1931767,12270,8,false
city-sutter-creek,Sutter Creek,city,Amador,32,1460080,526427,2538,11,false
city-taft,Taft,city,Kern,167,7147869,1427327,7087,6,false
city-tehachapi,Tehachapi,city,Kern,109,7789102,1899998,11476,7,false
city-tehama,Tehama,city,Tehama,10,89067,7305,428,7,false
city-temecula,Temecula,city,Riverside,530,29045166,10441573,112220,33,true
city-temple-city,Temple City,city,Los Angeles,101,4194751,923589,36322,5,false
city-thousand-oaks,Thousand Oaks,city,Ventura,616,42235994,10902476,122468,6,false
city-tiburon,Tiburon,city,Marin,55,5276145,1381978,8910,5,false
city-torrance,Torrance,city,Los Angeles,1995,159551310,34994031,143261,10,false
city-tracy,Tracy,city,San Joaquin,703,60327218,19854284,98215,6,false
city-trinidad,Trinidad,city,Humboldt,18,557081,143951,296,5,false
city-truckee,Truckee,city,Nevada,212,17380766,5290860,16928,5,false
city-tulare,Tulare,city,Tulare,665,33088723,6740395,73002,5,false
city-tulelake,Tulelake,city,Siskiyou,27,739718,148403,851,9,false
city-turlock,Turlock,city,Stanislaus,763,42511529,12720882,72219,8,false
city-tustin,Tustin,city,Orange,516,42417431,9844883,79326,7,false
city-twentynine-palms,Twentynine Palms,city,San Bernardino,76,3400114,689246,24257,6,false
city-ukiah,Ukiah,city,Mendocino,576,26321776,6589360,16325,7,false
city-union-city,Union City,city,Alameda,409,34402003,8586867,66657,6,false
city-upland,Upland,city,San Bernardino,344,27288461,7411394,79140,6,false
city-vacaville,Vacaville,city,Solano,1102,87488457,23927767,103181,8,false
city-vallejo,Vallejo,city,Solano,637,69537228,15698192,122207,7,false
city-vernon,Vernon,city,Los Angeles,260,29031862,7325361,207,5,false
city-victorville,Victorville,city,San Bernardino,646,52404505,12091457,141013,6,false
city-villa-park,Villa Park,city,Orange,16,761929,163174,5738,5,false
city-visalia,Visalia,city,Tulare,1013,70243499,19362383,146978,5,false
city-vista,Vista,city,San Diego,931,38931094,10129363,101599,6,false
city-walnut,Walnut,city,Los Angeles,145,4925267,1029472,28214,5,false
city-walnut-creek,Walnut Creek,city,Contra Costa,907,50215553,11961551,69927,7,false
city-wasco,Wasco,city,Kern,113,7722524,1613839,26235,5,false
city-waterford,Waterford,city,Stanislaus,31,1431583,437707,9169,6,false
city-watsonville,Watsonville,city,Santa Cruz,620,46544067,11498346,51101,7,false
city-weed,Weed,city,Siskiyou,65,2720678,746389,2716,5,false
city-west-covina,West Covina,city,Los Angeles,452,43595598,10024921,109428,6,false
city-west-hollywood,West Hollywood,city,Los Angeles,507,39446343,9873738,35284,6,false
city-west-sacramento,West Sacramento,city,Yolo,730,53641700,11953978,55403,5,false
city-westlake-village,Westlake Village,city,Los Angeles,19,1809855,617348,7918,5,false
city-westminster,Westminster,city,Orange,439,34417882,5725563,90295,6,false
city-westmorland,Westmorland,city,Imperial,45,923395,113892,2084,7,false
city-wheatland,Wheatland,city,Yuba,37,2170503,245315,4012,5,false
city-whittier,Whittier,city,Los Angeles,778,50214095,9492374,87850,6,false
city-wildomar,Wildomar,city,Riverside,50,3828547,1083858,37077,5,false
city-williams,Williams,city,Colusa,72,3656875,1354159,5589,6,true
city-willows,Willows,city,Glenn,70,1461175,367409,6475,7,false
city-windsor,Windsor,city,Sonoma,233,12790053,3612096,25625,6,false
city-winters,Winters,city,Yolo,116,5163313,896669,8021,5,false
city-woodlake,Woodlake,city,Tulare,50,2994776,751846,8005,5,false
city-woodland,Woodland,city,Yolo,614,36336782,11308581,61623,6,false
city-woodside,Woodside,city,San Mateo,35,3033645,666850,5206,7,false
city-yorba-linda,Yorba Linda,city,Orange,340,15929583,3460277,66267,7,false
city-yountville,Yountville,city,Napa,90,4248994,1282711,2638,5,false
city-yreka,Yreka,city,Siskiyou,137,5510965,1511390,7879,6,false
city-yuba-city,Yuba City,city,Sutter,531,36304057,9152870,70453,9,false
city-yucaipa,Yucaipa,city,San Bernardino,344,10018667,1236238,54838,5,false
city-yucca-valley,Yucca Valley,city,San Bernardino,113,4420868,1068314,22027,5,false
county-alameda,Alameda,county,Alameda,11489,1163050932,407587600,1662482,10,false
county-alpine,Alpine,county,Alpine,125,7459921,2110022,1177,14,false
county-amador,Amador,county,Amador,569,39698501,10557225,39563,10,false
county-butte,Butte,county,Butte,2611,167676085,31996182,207525,11,false
county-calaveras,Calaveras,county,Calaveras,782,50355802,11635624,44722,11,false
county-colusa,Colusa,county,Colusa,461,29660998,17935569,22026,14,false
county-contra-costa,Contra Costa,county,Contra Costa,12353,1265108251,518759177,1158225,12,true
county-del-norte,Del Norte,county,Del Norte,479,24122498,6233538,26544,11,false
county-el-dorado,El Dorado,county,El Dorado,2265,176397499,53031622,190770,12,false
county-fresno,Fresno,county,Fresno,9156,580422258,346064831,1037053,10,false
county-glenn,Glenn,county,Glenn,615,38888513,10302929,29369,7,false
county-humboldt,Humboldt,county,Humboldt,2610,147773798,34534143,133817,11,false
county-imperial,Imperial,county,Imperial,2316,136887645,29593407,186499,9,true
county-inyo,Inyo,county,Inyo,536,36625797,10893621,18800,14,false
county-kern,Kern,county,Kern,9593,695877755,426707400,923961,10,true
county-kings,Kings,county,Kings,1766,108948408,26190299,154015,8,false
county-lake,Lake,county,Lake,1219,67648321,18267265,67254,10,false
county-lassen,Lassen,county,Lassen,457,24169569,5671832,28716,11,false
county-los-angeles,Los Angeles,county,Los Angeles,111944,11604758724,3442648742,9876811,11,false
county-madera,Madera,county,Madera,1935,115041895,52614230,162599,11,true
county-marin,Marin,county,Marin,3343,305961341,96297559,254550,8,true
county-mariposa,Mariposa,county,Mariposa,725,38125973,9583190,16917,10,false
county-mendocino,Mendocino,county,Mendocino,1358,94730527,55053124,89827,8,true
county-merced,Merced,county,Merced,3834,157742287,100701398,293080,10,false
county-modoc,Modoc,county,Modoc,348,14265861,2740655,8491,10,false
county-mono,Mono,county,Mono,389,30764937,10750709,12684,7,false
county-monterey,Monterey,county,Monterey,6380,595272311,152382275,438831,10,false
county-napa,Napa,county,Napa,2034,177381816,75680553,136124,10,false
county-nevada,Nevada,county,Nevada,1164,81408083,42496872,100354,11,true
county-orange,Orange,county,Orange,22180,1818103834,542296701,3175427,11,false
county-placer,Placer,county,Placer,3492,304575022,149634302,421446,11,false
county-plumas,Plumas,county,Plumas,494,25268289,7193559,18885,11,false
county-riverside,Riverside,county,Riverside,29646,2211324188,689893085,2495640,10,true
county-sacramento,Sacramento,county,Sacramento,15268,1348056268,331089650,1604745,8,false
county-san-benito,San Benito,county,San Benito,728,46819072,9662535,66822,11,false
county-san-bernardino,San Bernardino,county,San Bernardino,25654,1886014336,761851575,2207424,9,true
county-san-diego,San Diego,county,San Diego,26432,1914511478,1059894439,3330139,9,false
county-san-joaquin,San Joaquin,county,San Joaquin,9274,723023450,395630903,805856,10,true
county-san-luis-obispo,San Luis Obispo,county,San Luis Obispo,3485,266542498,122752982,279337,10,true
county-san-mateo,San Mateo,county,San Mateo,8420,796875330,270183462,748337,11,true
county-santa-barbara,Santa Barbara,county,Santa Barbara,5517,478464742,144882831,447132,10,false
county-santa-clara,Santa Clara,county,Santa Clara,28364,3373998140,820124044,1922259,9,false
county-santa-cruz,Santa Cruz,county,Santa Cruz,3633,294798055,76012192,263710,11,false
county-shasta,Shasta,county,Shasta,1913,128921476,21295534,180201,11,false
county-sierra,Sierra,county,Sierra,142,8929906,2243538,3170,10,true
county-siskiyou,Siskiyou,county,Siskiyou,738,44291730,16906343,43311,11,false
county-solano,Solano,county,Solano,3532,321984267,43975368,449839,10,false
county-sonoma,Sonoma,county,Sonoma,5497,520871302,167864786,482848,9,false
county-stanislaus,Stanislaus,county,Stanislaus,5653,385365773,183774592,555765,12,true
county-sutter,Sutter,county,Sutter,1173,78506099,26935911,100257,11,false
county-tehama,Tehama,county,Tehama,889,49915956,18740698,64827,13,false
county-trinity,Trinity,county,Trinity,372,23575831,5495579,15884,11,false
county-tulare,Tulare,county,Tulare,5320,339628218,86899756,487209,9,false
county-tuolumne,Tuolumne,county,Tuolumne,953,55454639,17988573,54357,12,false
county-ventura,Ventura,county,Ventura,12162,1073893851,327011320,829005,11,true
county-yolo,Yolo,county,Yolo,2143,175440603,33368327,225433,8,false
county-yuba,Yuba,county,Yuba,1020,74023424,19482123,85023,12,false
district-4-e-water-district-glenn,4-E Water District,district,Glenn,5,0,0,,0,false
district-4-m-water-district-colusa,4-M Water District,district,Colusa,5,0,0,,5,false
district-49-99-cooperative-library-system-san-joaquin,49-99 Cooperative Library System,district,San Joaquin,6,0,0,,0,false
district-abag-finance-authority-for-nonprofit-corporation-san-francisco,ABAG Finance Authority for Nonprofit Corporation,district,San Francisco,3,0,0,,0,false
district-abag-publicly-owned-energy-resources-abag-power-san-francisco,ABAG Publicly Owned Energy Resources (ABAG Power),district,San Francisco,51,0,0,,0,false
district-academic-village-finance-authority-san-francisco,Academic Village Finance Authority,district,San Francisco,6,0,0,,0,false
district-adelanto-public-utility-authority-san-bernardino,Adelanto Public Utility Authority,district,San Bernardino,8,160201,69599,,5,false
district-adin-cemetery-district-modoc,Adin Cemetery District,district,Modoc,6,12752,0,,3,false
district-adin-community-services-district-modoc,Adin Community Services District,district,Modoc,8,24761,0,,0,false
district-adin-fire-protection-district-modoc,Adin Fire Protection District,district,Modoc,3,0,0,,3,false
district-advancing-california-finance-authority-san-francisco,Advancing California Finance Authority,district,San Francisco,4,900,0,,0,false
district-agoura-hills-and-calabasas-community-center-authority-los-angeles,Agoura Hills and Calabasas Community Center Authority,district,Los Angeles,14,0,0,,0,false
district-alameda-corridor-transportation-authority-los-angeles,Alameda Corridor Transportation Authority,district,Los Angeles,20,2217765,461327,,0,false
district-alameda-county-abandoned-vehicle-abatement-authority-alameda,Alameda County Abandoned Vehicle Abatement Authority,district,Alameda,11,0,0,,0,false
district-alameda-county-mosquito-abatement-district-alameda,Alameda County Mosquito Abatement District,district,Alameda,36,2418427,814198,,0,false
district-alameda-county-resource-conservation-district-alameda,Alameda County Resource Conservation District,district,Alameda,27,1097600,146286,,0,false
district-alameda-county-schools-insurance-group-alameda,Alameda County Schools Insurance Group,district,Alameda,23,603602,148532,,0,false
district-alameda-county-transportation-commission-alameda,Alameda County Transportation Commission,district,Alameda,77,6702674,1928800,,0,false
district-alameda-county-waste-management-authority-and-source-reduction-recycling-board-alameda,Alameda County Waste Management Authority and Source Reduction Recycling Board,district,Alameda,90,7000101,2108774,,31,false
district-alameda-county-water-district-alameda,Alameda County Water District,district,Alameda,253,34252070,9525442,,5,false
district-alameda-county-water-district-financing-authority-alameda,Alameda County Water District Financing Authority,district,Alameda,6,0,0,,0,false
district-alameda-health-medical-group-alameda,Alameda Health Medical Group,district,Alameda,344,97362483,9332654,,0,false
district-alameda-health-system-alameda,Alameda Health System,district,Alameda,6351,677754925,188014030,,0,false
district-alameda-contra-costa-schools-financing-authority-alameda,Alameda-Contra Costa Schools Financing Authority,district,Alameda,4,0,0,,0,false
district-alameda-contra-costa-transit-financing-corporation-alameda,Alameda-Contra Costa Transit Financing Corporation,district,Alameda,7,0,0,,0,false
district-alamo-lafayette-cemetery-district-contra-costa,Alamo-Lafayette Cemetery District,district,Contra Costa,6,118430,57031,,0,true
district-alba-recreation-and-park-district-santa-cruz,Alba Recreation and Park District,district,Santa Cruz,5,0,0,,5,false
district-albion-little-river-fire-protection-mendocino,Albion-Little River Fire Protection,district,Mendocino,7,123032,0,,5,false
district-aldercroft-heights-county-water-district-santa-clara,Aldercroft Heights County Water District,district,Santa Clara,4,0,0,,4,false
district-alderpoint-county-water-district-humboldt,Alderpoint County Water District,district,Humboldt,10,33289,0,,0,false
district-alleghany-county-water-district-sierra,Alleghany County Water District,district,Sierra,10,12880,0,,5,false
district-allensworth-community-services-district-tulare,Allensworth Community Services District,district,Tulare,6,85476,0,,3,false
district-alliance-of-pest-control-districts-tulare,Alliance of Pest Control Districts,district,Tulare,46,1335532,290331,,0,false
district-alliance-of-schools-for-cooperative-insurance-programs-los-angeles,Alliance of Schools For Cooperative Insurance Programs,district,Los Angeles,80,7239228,2159002,,0,false
district-almanor-recreation-and-park-district-plumas,Almanor Recreation and Park District,district,Plumas,5,0,0,,5,false
district-almonte-sanitary-district-marin-marin,Almonte Sanitary District (Marin),district,Marin,8,73450,0,,0,false
